Timestamp (s),Position_X (m),Position_Y (m),Position_Z (m),Speed_X (m/s),Speed_Y (m/s),Speed_Z (m/s),Pitch (rad),Roll (rad),Yaw (rad),Image_Center_Offset (pixels),rotation_end_time£¨s£©,rotation_end_time£¨s£©,Rotation Duration (s)
115.92 s,1.73 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00215725677819621,0.0012940631123932707,-0.018246423,-4 pixels,N/A,N/A,N/A
116.04 s,1.74 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019395566673892609,0.001466861091898937,-0.018252722,-4 pixels,N/A,N/A,N/A
116.15 s,1.75 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00201701628789633,0.0013750966812484913,-0.018232072,-4 pixels,N/A,N/A,N/A
116.25 s,1.75 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0018847708489737778,0.0014882014072933113,-0.018285054,-4 pixels,N/A,N/A,N/A
116.36 s,1.76 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001913991707896468,0.0014234036914244866,-0.018300513,-4 pixels,N/A,N/A,N/A
116.47 s,1.77 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001905235140270865,0.0015188501781674107,-0.018382053,-4 pixels,N/A,N/A,N/A
116.58 s,1.78 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001970578768595097,0.001424600117567902,-0.018383719,-3 pixels,N/A,N/A,N/A
116.69 s,1.79 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001860130210100667,0.0015030186970017474,-0.018395426,-2 pixels,N/A,N/A,N/A
116.81 s,1.80 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019458245192237968,0.0014339330049754537,-0.018412062,-3 pixels,N/A,N/A,N/A
116.92 s,1.81 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019351493599449948,0.0015107142738947602,-0.018450493,-3 pixels,N/A,N/A,N/A
117.03 s,1.82 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00208633132518073,0.001389069350312534,-0.01843382,-3 pixels,N/A,N/A,N/A
117.15 s,1.83 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020614070875138377,0.0014739641033390074,-0.018451311,-3 pixels,N/A,N/A,N/A
117.25 s,1.84 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002051727629233037,0.0013729177635546123,-0.01846261,-3 pixels,N/A,N/A,N/A
